,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
894,895,90,191004.99478714162,64.0,7018,164754.81837837838,143104.07936507938,176938.0475285171,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,5,5,1979,1979,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,107365.62500754818,105652.89189189191,105652.89189189191,107938.34210526316,105652.89189189191,0.0,0.0,0.0,0.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1535,0,1535,0.0,0.0,2,0,4,2,139962.51156462586,8,183429.14705882352,0,202892.65632183908,142156.42314049587,2.0,400.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,6,2009,173401.8366219416,167377.6428670369,118858
895,896,60,191004.99478714162,71.0,7056,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,1963,1963,218876.93356643355,179803.6792189679,163077.45045045044,167661.5652173913,204691.87191011236,415.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,400.0,0.0,380.0,780.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,983,813,1796,1.0,0.0,1,1,4,1,139962.51156462586,8,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,483.0,187489.8360030511,187885.73529411765,186433.973880597,0,50,0,0,0,0,0,10,2008,173401.8366219416,175202.21953255427,140000
896,897,30,126316.83027522935,50.0,8765,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,100123.7837837838,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,6,1936,1950,171483.95617879054,179803.6792189679,149841.64563106795,148386.0659898477,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,285.0,0.0,666.0,951.0,182021.19537815126,214914.42914979756,105264.07368421053,186825.1131934033,951,0,951,0.0,0.0,1,0,2,1,139962.51156462586,6,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,327.0,187489.8360030511,187885.73529411765,186433.973880597,0,28,0,0,0,0,0,4,2006,173401.8366219416,146526.62376237623,106500
897,898,90,191004.99478714162,64.0,7018,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,186555.7966101695,142475.4814814815,181169.40553633217,133541.07692307694,210051.76404494382,5,5,1979,1979,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,107365.62500754818,105652.89189189191,105652.89189189191,107938.34210526316,105652.89189189191,0.0,0.0,0.0,0.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1120,1120,2240,0.0,0.0,2,0,6,2,139962.51156462586,12,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,528.0,187489.8360030511,187885.73529411765,186433.973880597,154,0,0,0,0,0,0,6,2009,173401.8366219416,167377.6428670369,142953
898,899,20,191004.99478714162,100.0,12919,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,316270.6233766234,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,9,5,2009,2010,218876.93356643355,179803.6792189679,213732.90097087377,214432.46031746033,265583.625,760.0,367360.96153846156,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,257689.80597014926,235413.72009569377,2188.0,0.0,142.0,2330.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,2364,0,2364,1.0,0.0,2,1,2,1,328554.67,11,183429.14705882352,2,202892.65632183908,240052.6903409091,3.0,820.0,187489.8360030511,187885.73529411765,186433.973880597,0,67,0,0,0,0,0,3,2010,274945.41803278687,272291.752,611657
899,900,20,191004.99478714162,65.0,6993,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,136793.13513513515,142475.4814814815,181169.40553633217,185763.80737704918,175985.4779614325,5,7,1961,1994,171483.95617879054,179803.6792189679,163077.45045045044,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,465.0,0.0,447.0,912.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1236,0,1236,0.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,1,202892.65632183908,142156.42314049587,1.0,288.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,6,2006,173401.8366219416,175202.21953255427,135000
900,901,20,191004.99478714162,69.0,7340,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,6,1971,1971,171483.95617879054,179803.6792189679,163077.45045045044,167661.5652173913,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,322.0,0.0,536.0,858.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,858,0,858,0.0,0.0,1,0,2,1,139962.51156462586,4,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,684.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,6,2007,173401.8366219416,175202.21953255427,110000
901,902,20,191004.99478714162,64.0,8712,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,1957,2000,218876.93356643355,179803.6792189679,149422.17727272728,149803.17289719626,156958.24311926606,0.0,144341.31346578366,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,192789.65789473685,149493.6554054054,860.0,0.0,132.0,992.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1306,0,1306,1.0,0.0,1,0,2,1,139962.51156462586,5,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,756.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,5,2009,173401.8366219416,175202.21953255427,153000
902,903,60,191004.99478714162,63.0,7875,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,2003,2003,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,783.0,783.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,807,702,1509,0.0,0.0,2,1,3,1,212116.02389078497,8,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,393.0,187489.8360030511,187885.73529411765,186433.973880597,0,75,0,0,0,0,0,7,2006,173401.8366219416,175202.21953255427,180000
903,904,20,191004.99478714162,50.0,14859,206101.6652892562,231533.94,223854.6170212766,179956.7995658466,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,2006,2006,218876.93356643355,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,27.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,1670.0,1670.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1670,0,1670,0.0,0.0,2,0,3,1,212116.02389078497,7,183429.14705882352,1,202892.65632183908,202068.86966824645,3.0,690.0,187489.8360030511,187885.73529411765,186433.973880597,144,60,0,0,0,0,0,8,2006,274945.41803278687,272291.752,240000
904,905,20,191004.99478714162,69.0,6173,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,136793.13513513515,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1967,1967,171483.95617879054,179803.6792189679,163077.45045045044,148386.0659898477,204691.87191011236,75.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,235413.72009569377,599.0,0.0,277.0,876.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,902,0,902,0.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,0,202892.65632183908,142156.42314049587,1.0,288.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,8,2007,173401.8366219416,175202.21953255427,125500
905,906,20,191004.99478714162,80.0,9920,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1954,1954,171483.95617879054,179803.6792189679,163077.45045045044,167661.5652173913,265583.625,110.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,146889.24812030076,354.0,290.0,412.0,1056.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1063,0,1063,1.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,0,202892.65632183908,202068.86966824645,1.0,280.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,164,0,0,0,0,2,2010,173401.8366219416,175202.21953255427,128000
906,907,20,191004.99478714162,116.0,13501,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,225379.83720930232,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,2006,2006,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,265583.625,208.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,63.0,0.0,1560.0,1623.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1636,0,1636,1.0,0.0,2,0,3,1,212116.02389078497,8,183429.14705882352,1,202892.65632183908,202068.86966824645,3.0,865.0,187489.8360030511,187885.73529411765,186433.973880597,0,60,0,0,0,0,0,6,2007,173401.8366219416,175202.21953255427,255000
907,908,50,191004.99478714162,86.0,11500,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,210624.72549019608,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,7,7,1936,1987,171483.95617879054,179803.6792189679,194573.0,195817.99999943763,156958.24311926606,0.0,231633.51024590165,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,146889.24812030076,223.0,0.0,794.0,1017.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1020,1037,2057,0.0,0.0,1,1,3,1,212116.02389078497,6,183429.14705882352,1,202892.65632183908,240052.6903409091,1.0,180.0,123573.35416666667,187885.73529411765,186433.973880597,0,0,0,0,322,0,0,6,2006,173401.8366219416,175202.21953255427,250000
908,909,20,191004.99478714162,69.0,8885,206101.6652892562,203661.1111111111,176938.0475285171,196734.13846153847,156270.1224489796,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1983,1983,171483.95617879054,179803.6792189679,163077.45045045044,167661.5652173913,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,206643.42081447964,149493.6554054054,301.0,324.0,239.0,864.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,902,0,902,1.0,0.0,1,0,2,1,139962.51156462586,5,183429.14705882352,0,202892.65632183908,142156.42314049587,2.0,484.0,187489.8360030511,187885.73529411765,186433.973880597,164,0,0,0,0,0,0,6,2006,173401.8366219416,175202.21953255427,131000
909,910,60,191004.99478714162,149.0,12589,239833.36585365853,180183.74675819985,176938.0475285171,179956.7995658466,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,2005,2005,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,742.0,742.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,742,742,1484,0.0,0.0,2,1,3,1,212116.02389078497,8,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,390.0,187489.8360030511,187885.73529411765,186433.973880597,36,24,0,0,0,0,0,6,2009,173401.8366219416,175202.21953255427,174000
910,911,90,191004.99478714162,80.0,11600,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,145847.08,142475.4814814815,181169.40553633217,133541.07692307694,210051.76404494382,5,5,1960,1960,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,204691.87191011236,361.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,146889.24812030076,443.0,0.0,662.0,1105.0,182021.19537815126,142362.8761682243,186186.7098901099,122196.89361702128,1105,1169,2274,0.0,0.0,2,0,5,2,139962.51156462586,12,183429.14705882352,0,134091.16279069768,142156.42314049587,2.0,480.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,1,2010,173401.8366219416,175202.21953255427,154300
911,912,20,191004.99478714162,69.0,9286,206101.6652892562,180183.74675819985,223854.6170212766,196734.13846153847,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,1977,1989,171483.95617879054,179803.6792189679,163077.45045045044,168112.38732394367,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,202688.4789644013,213599.9076923077,206643.42081447964,161573.06818181818,196.0,0.0,1072.0,1268.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1268,0,1268,0.0,0.0,1,1,3,1,212116.02389078497,5,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,252.0,187489.8360030511,187885.73529411765,186433.973880597,173,0,0,0,0,0,0,10,2009,173401.8366219416,175202.21953255427,143500
912,913,30,126316.83027522935,51.0,6120,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,1925,1950,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,156958.24311926606,0.0,144341.31346578366,184034.89625585024,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,146889.24812030076,489.0,0.0,279.0,768.0,182021.19537815126,142362.8761682243,105264.07368421053,186825.1131934033,1015,0,1015,0.0,0.0,1,0,3,1,139962.51156462586,6,146385.48387097096,0,134091.16279069768,142156.42314049587,1.0,450.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,112,0,120,0,620,7,2006,173401.8366219416,146526.62376237623,88000
913,914,90,131558.39010019685,82.0,6270,164754.81837837838,231533.94,176938.0475285171,179956.7995658466,210624.72549019608,184495.49206349207,181169.40553633217,133541.07692307694,210051.76404494382,5,6,1949,1950,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,284.0,0.0,717.0,1001.0,182021.19537815126,142362.8761682243,105264.07368421053,122196.89361702128,1001,1001,2002,0.0,0.0,2,0,4,2,139962.51156462586,8,183429.14705882352,0,151481.69512914232,142156.42314049587,3.0,871.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,8,2007,173401.8366219416,175202.21953255427,145000
914,915,160,214014.06153846154,30.0,3000,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,225379.83720930232,184495.49206349207,181169.40553633217,181959.34210526315,210051.76404494382,6,5,2009,2009,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,265583.625,76.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,294.0,0.0,318.0,612.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,612,612,1224,0.0,0.0,2,1,2,1,212116.02389078497,4,183429.14705882352,0,134091.16279069768,202068.86966824645,2.0,528.0,187489.8360030511,187885.73529411765,186433.973880597,0,234,0,0,0,0,0,6,2009,274945.41803278687,272291.752,173733
915,916,160,126316.83027522935,21.0,2001,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,98576.47985491232,184495.49206349207,181169.40553633217,135911.62790697673,210051.76404494382,4,5,1970,1970,171483.95617879054,179803.6792189679,231690.65573770492,230093.83333333334,204691.87191011236,80.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,546.0,546.0,182021.19537815126,123919.48979591837,186186.7098901099,186825.1131934033,546,546,1092,0.0,0.0,1,1,3,1,139962.51156462586,6,183429.14705882352,0,202892.65632183908,142156.42314049587,1.0,286.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,1,2007,173401.8366219416,175202.21953255427,75000
916,917,20,74541.12834329472,50.0,9000,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,100123.7837837838,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,2,3,1949,1950,171483.95617879054,179803.6792189679,107385.55041200525,114060.5503746066,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,206643.42081447964,149493.6554054054,50.0,0.0,430.0,480.0,182021.19537815126,142362.8761682243,105264.07368421053,122196.89361702128,480,0,480,1.0,0.0,0,0,1,1,139962.51156462586,4,183429.14705882352,0,134091.16279069768,142156.42314049587,1.0,308.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,10,2006,173401.8366219416,146526.62376237623,35311
917,918,20,191004.99478714162,69.0,17140,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,6,1956,1956,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,1059.0,0.0,75.0,1134.0,182021.19537815126,214914.42914979756,186186.7098901099,122196.89361702128,1229,0,1229,0.0,0.0,1,0,3,1,139962.51156462586,6,183429.14705882352,0,202892.65632183908,202068.86966824645,1.0,284.0,187489.8360030511,187885.73529411765,186433.973880597,0,0,0,0,0,0,0,4,2009,173401.8366219416,175202.21953255427,135000
918,919,60,191004.99478714162,103.0,13125,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1991,1991,171483.95617879054,179803.6792189679,163077.45045045044,167661.5652173913,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,192789.65789473685,149493.6554054054,48.0,634.0,422.0,1104.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,912,1215,2127,1.0,0.0,2,1,4,1,212116.02389078497,8,183429.14705882352,1,202892.65632183908,202068.86966824645,3.0,833.0,187489.8360030511,187885.73529411765,186433.973880597,72,192,224,0,0,0,0,11,2007,173401.8366219416,175202.21953255427,238000
919,920,20,191004.99478714162,87.0,11029,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,8,1958,2002,218876.93356643355,179803.6792189679,149422.17727272728,149803.17289719626,156958.24311926606,0.0,367360.96153846156,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,161573.06818181818,528.0,411.0,245.0,1184.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1414,0,1414,1.0,0.0,1,0,3,1,139962.51156462586,6,146385.48387097096,1,202892.65632183908,142156.42314049587,2.0,601.0,187489.8360030511,187885.73529411765,186433.973880597,0,51,0,0,190,0,0,5,2008,173401.8366219416,175202.21953255427,176500
920,921,60,191004.99478714162,70.0,8462,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,6,5,1994,1994,171483.95617879054,179803.6792189679,163077.45045045044,167661.5652173913,204691.87191011236,105.0,231633.51024590165,168897.5684931507,225230.44204018547,202688.4789644013,213599.9076923077,165652.29590766,235413.72009569377,814.0,0.0,114.0,928.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,936,785,1721,0.0,1.0,2,1,3,1,212116.02389078497,7,183429.14705882352,0,202892.65632183908,202068.86966824645,2.0,471.0,187489.8360030511,187885.73529411765,186433.973880597,300,87,0,0,0,0,0,7,2007,173401.8366219416,175202.21953255427,201000
921,922,90,191004.99478714162,67.0,8777,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,128219.7,142475.4814814815,181169.40553633217,133541.07692307694,143116.74025974027,5,7,1900,2003,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,156958.24311926606,0.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,1084.0,0.0,188.0,1272.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1272,928,2200,2.0,0.0,2,2,4,2,139962.51156462586,9,183429.14705882352,0,103317.28395061729,103317.28395061729,0.0,0.0,103317.28395061729,103317.28395061729,115039.12222222223,0,70,0,0,0,0,0,9,2008,173401.8366219416,175202.21953255427,145900
922,923,20,191004.99478714162,65.0,10237,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,192854.50632911394,184396.6153845671,181169.40553633217,185763.80737704918,175985.4779614325,6,5,2005,2006,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,28.0,0.0,1288.0,1316.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1316,0,1316,0.0,0.0,2,0,3,1,212116.02389078497,6,183429.14705882352,1,202892.65632183908,240052.6903409091,2.0,397.0,187489.8360030511,187885.73529411765,186433.973880597,100,0,0,23,0,0,0,10,2006,274945.41803278687,272291.752,169990
923,924,120,191004.99478714162,50.0,8012,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,186555.7966101695,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,6,5,1993,1994,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,151852.7027027027,165.0,841.0,598.0,1604.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1617,0,1617,1.0,0.0,2,0,2,1,212116.02389078497,5,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,533.0,187489.8360030511,187885.73529411765,186433.973880597,0,69,0,0,0,0,0,7,2008,173401.8366219416,175202.21953255427,193000
924,925,20,191004.99478714162,79.0,10240,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,6,1980,1980,171483.95617879054,179803.6792189679,175942.37962962964,168112.38732394367,204691.87191011236,157.0,144341.31346578366,168897.5684931507,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,149493.6554054054,625.0,1061.0,0.0,1686.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1686,0,1686,1.0,0.0,2,0,3,1,139962.51156462586,7,183429.14705882352,1,202892.65632183908,142156.42314049587,2.0,612.0,187489.8360030511,187885.73529411765,186433.973880597,384,131,0,0,0,0,0,5,2006,173401.8366219416,175202.21953255427,207500
925,926,20,191004.99478714162,69.0,15611,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1977,1977,171483.95617879054,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,144341.31346578366,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,161573.06818181818,767.0,93.0,266.0,1126.0,182021.19537815126,142362.8761682243,186186.7098901099,186825.1131934033,1126,0,1126,0.0,1.0,2,0,3,1,328554.67,6,183429.14705882352,0,202892.65632183908,202068.86966824645,2.0,540.0,187489.8360030511,187885.73529411765,186433.973880597,180,0,0,0,0,0,0,3,2008,173401.8366219416,146526.62376237623,175000
926,927,60,191004.99478714162,93.0,11999,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,316270.6233766234,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,2003,2004,218876.93356643355,179803.6792189679,213732.90097087377,214432.46031746033,204691.87191011236,340.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0.0,0.0,1181.0,1181.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1234,1140,2374,0.0,0.0,2,1,4,1,328554.67,10,183429.14705882352,1,254751.73863636365,240052.6903409091,3.0,656.0,187489.8360030511,187885.73529411765,186433.973880597,104,100,0,0,0,0,0,5,2007,173401.8366219416,175202.21953255427,285000
927,928,60,191004.99478714162,69.0,9900,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,189050.0684931507,142475.4814814815,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1968,1968,171483.95617879054,179803.6792189679,149422.17727272728,149803.17289719626,204691.87191011236,342.0,144341.31346578366,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,552.0,0.0,280.0,832.0,182021.19537815126,156858.87136929462,186186.7098901099,186825.1131934033,1098,880,1978,0.0,0.0,2,1,4,1,139962.51156462586,9,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,486.0,187489.8360030511,187885.73529411765,186433.973880597,0,43,0,0,0,0,0,4,2008,173401.8366219416,175202.21953255427,176000
928,929,20,191004.99478714162,69.0,11838,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,2001,2001,218876.93356643355,179803.6792189679,213732.90097087377,214432.46031746033,156958.24311926606,0.0,231633.51024590165,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,170670.57674418605,0.0,0.0,1753.0,1753.0,182021.19537815126,214914.42914979756,186186.7098901099,186825.1131934033,1788,0,1788,0.0,0.0,2,0,3,1,328554.67,7,183429.14705882352,1,202892.65632183908,202068.86966824645,2.0,522.0,187489.8360030511,187885.73529411765,186433.973880597,202,151,0,0,0,0,0,6,2009,173401.8366219416,175202.21953255427,236500
